Sample_ID,hsa.miR.148a.3p,hsa.let.7g.5p,hsa.let.7f.5p,hsa.miR.30a.5p,hsa.miR.146b.5p,hsa.miR.200a.3p,hsa.miR.3168,hsa.miR.99b.5p,hsa.miR.23a.3p,hsa.miR.671.3p,hsa.miR.30d.5p,hsa.let.7b.5p,hsa.let.7i.5p,hsa.miR.26a.5p,hsa.miR.21.5p,hsa.let.7a.5p,hsa.miR.99a.5p,hsa.miR.200c.3p,hsa.miR.151a.3p,hsa.miR.423.5p,hsa.miR.200a.5p,hsa.miR.378a.3p,hsa.miR.146a.5p,hsa.miR.141.3p,hsa.miR.25.3p,hsa.miR.200b.3p,hsa.miR.125b.5p,hsa.miR.22.3p,hsa.miR.183.5p,hsa.miR.27a.3p,hsa.miR.224.5p,hsa.miR.143.3p,hsa.miR.193a.5p,hsa.miR.30c.5p,hsa.miR.152.3p,hsa.miR.30a.3p,hsa.miR.423.3p,hsa.miR.27a.5p,hsa.miR.342.3p,hsa.miR.30b.5p,hsa.miR.24.3p,hsa.miR.186.5p,hsa.miR.1246,hsa.miR.744.5p,hsa.miR.222.3p,hsa.miR.320a,hsa.miR.101.3p,hsa.let.7c.5p,hsa.miR.335.3p,hsa.let.7e.5p,hsa.miR.511.5p,hsa.miR.30e.5p,hsa.miR.29c.5p,hsa.miR.375,hsa.miR.532.5p,hsa.miR.30e.3p,hsa.miR.27b.3p,hsa.miR.181a.5p,hsa.miR.191.5p,hsa.miR.182.5p,hsa.miR.92a.3p,hsa.miR.429,hsa.miR.26b.5p,hsa.miR.125a.5p,hsa.miR.181b.5p,hsa.miR.1307.3p,hsa.miR.148b.3p,hsa.miR.28.3p,hsa.miR.29a.3p,hsa.let.7d.5p,hsa.miR.361.3p,hsa.miR.23b.3p,hsa.miR.100.5p,hsa.miR.3615,hsa.let.7d.3p,hsa.miR.98.5p,hsa.miR.103a.3p,hsa.miR.499a.5p,hsa.miR.200b.5p,hsa.miR.7.5p,hsa.miR.146b.3p,hsa.miR.205.5p,hsa.miR.365a.3p.hsa.miR.365b.3p,hsa.miR.484,hsa.miR.148a.5p,hsa.miR.99b.3p,hsa.miR.193b.3p,hsa.miR.941,hsa.miR.10a.5p,hsa.miR.125b.2.3p,hsa.miR.128.3p,hsa.miR.22.5p,hsa.miR.374b.5p,hsa.miR.197.3p,hsa.miR.340.5p,hsa.miR.664a.5p,hsa.miR.140.3p,hsa.miR.3182,hsa.miR.16.5p,hsa.miR.1260b,hsa.miR.181a.2.3p,hsa.miR.885.5p,hsa.miR.652.3p,hsa.miR.345.5p,hsa.miR.196a.5p,hsa.miR.192.5p,hsa.miR.335.5p,hsa.miR.106b.3p,hsa.miR.425.5p,hsa.miR.193a.3p,hsa.miR.6510.3p,hsa.miR.664a.3p,hsa.miR.221.3p,hsa.miR.378d,hsa.miR.195.5p,hsa.miR.92b.3p,hsa.miR.361.5p,hsa.miR.339.5p,hsa.miR.421,hsa.miR.4443,hsa.miR.452.5p,hsa.mir.378c,hsa.miR.218.5p,hsa.miR.28.5p,hsa.miR.326,hsa.let.7b.3p,hsa.miR.20a.5p,hsa.miR.93.5p,hsa.miR.328.3p,hsa.miR.374a.5p,hsa.miR.148b.5p,hsa.miR.339.3p,hsa.miR.181a.3p,hsa.miR.1287.5p,hsa.miR.331.3p,hsa.miR.107,hsa.miR.320b,hsa.miR.30d.3p,hsa.miR.576.5p,hsa.miR.589.5p,hsa.miR.187.3p,hsa.miR.425.3p,hsa.miR.150.5p,hsa.miR.574.3p,hsa.miR.7706,hsa.miR.629.5p,hsa.miR.378c,hsa.miR.147b,hsa.miR.2110,hsa.miR.16.2.3p,hsa.miR.29b.3p,hsa.miR.574.5p,hsa.miR.210.3p,hsa.miR.30c.2.3p,hsa.miR.1301.3p,hsa.miR.1299,hsa.miR.29c.3p,hsa.let.7a.3p,hsa.miR.195.3p,hsa.miR.155.5p,hsa.miR.769.5p,hsa.miR.501.3p,hsa.miR.184,hsa.miR.760,hsa.miR.17.5p,hsa.miR.96.5p,hsa.miR.378g,hsa.miR.19b.3p,hsa.miR.130b.3p,hsa.miR.185.5p,hsa.miR.378e,hsa.miR.340.3p,hsa.miR.1307.5p,hsa.miR.221.5p,hsa.miR.190b,hsa.miR.193b.5p,hsa.miR.365b.5p,hsa.miR.194.5p,hsa.miR.196b.5p,hsa.miR.135a.5p,hsa.miR.106b.5p,hsa.miR.125a.3p,hsa.miR.203a.3p,hsa.miR.885.3p,hsa.miR.598.3p,hsa.miR.223.5p,hsa.miR.1303,hsa.miR.15b.5p,hsa.miR.320c,hsa.miR.199a.3p.hsa.miR.199b.3p,hsa.miR.378f,hsa.miR.320d,hsa.let.7f.1.3p,hsa.miR.324.3p,hsa.miR.342.5p,hsa.mir.30c.2,hsa.miR.24.2.5p,hsa.mir.30c.1,hsa.miR.223.3p,hsa.miR.330.3p,hsa.mir.320b.1,hsa.miR.500a.3p,hsa.mir.320b.2,hsa.mir.320a,hsa.miR.502.3p,hsa.miR.181d.5p,hsa.miR.660.5p,hsa.miR.4429,hsa.miR.511.3p
MOM.178,130098,3980,2888,4265.5,19651,8401,140,1798,1430,1,13586.5,22357,5716,6140,8768,7298,3003,3936,4722,9155,918,2852.5,2379,396,1643,3527,594,3910,392,1942,1682,338,2683,782,138,595,1573,345,161,408.666666666667,1040,268,296,176,297,5567.16666666667,253,2626,492,378,1925,164,18,8944,393,387,755,1788,1158,307,3050,382,54,935,756,297,399,581,684,303,622,287,352,292,341,127,51.5,113,302,43,202,516,206,104,103,178,159,308,769,138,675,375,0,285,0,241,309,160,1,1,179,247,42,58,21,87.5,62,128,69,0,157,0,296,35.25,0,157,105,41,0,209,0,20.75,3,0,0,92,0,26,44,1,0,180,33,0,17,10.5,309.166666666667,1,0,57,48,0,221,100,80,167,10,0,37,1,0,41,32,0,0,0,0,56,0,389,0,0,1,24,0,0,20,0,0,0,15.25,0,0,47,0,153,43,0,0,0,28,34,31,0,0,1,0,0,113,0,14,107.333333333333,26,0,101,0.666666666666667,49,0.666666666666667,319,34,0,0,0.333333333333333,12,0,43,0,7,0
MOM.083,46443,847,1021,557.5,8079,3573,40,495,107.5,4,3236.5,4286,800,2250,894,1848.5,481,1691,1405,2288,332,497.333333333333,74,158,234,2199,72,1617,400,364.5,137,566,221,229,101,175,404,9,5,37,244,92,32,21,50,1084.41666666667,110,337.5,43,20,1340,28,1,2784,35,129,258.5,544,271,250,219,312,87,275,194,103,70,94,72,107,69,35.5,254,70,62,54,17,143,103,18,42,21,9,64,75,28,30,5,348,24,203,167,6,16,21,0,40,0,0,0,44,64,10,36,13,33.5,0,20,9,5,4,1,0,8.33333333333333,0,15,4,0,0,36,0,1.33333333333333,2,11,0,14,7,6,15,0,3,17,7,0,0,0,59.4166666666667,3,0,21,36,12,1,1,11,35,3,0,7,20,0,0,0,0,9,0,3,10,6,4,0,23,0,12,7,23,4,0,0,8,4,0,10,0,0,11,5,12,16,0,2,11,7,13,0,0,1,0,21.8166666666667,0,0,5.15,0,0,24,0,4,0,0,6,0.4,9,0.4,0.4,9,0,0,0,0
MOM.095,74117,17541,12243,6532.5,15191,9670,24,540,850.5,13,3773.5,14029,8243,11065,10026,15042.5,2911,3276,3107,6473,725,3648.33333333333,741,565,680,2568,23,4300,409,1759,930,1050,455,507,156,560,640,98,89,781.333333333333,1603,330,29,16,69,7306.91666666667,1037,2398.5,137,333,558,298,8,2748,209,406,1154,1278,741,740,798,367,364,54,674,174,447,408,1483,536,290,223.5,59,13,135,72,133.5,102,11,40,266,247,12,154,304,73,279,19,389,30,68,278,155.5,1,115,69,420,50,65,0,33,13,32,173,20,58,21,39,83,33,74,7,135,68.8333333333333,25,30,31,13,3,320,90,98.3333333333333,57,0,0,54,44,21,26,27,15,52,1,17,0,34.5,447.916666666667,29,0,19,30,32,19,37,5,310,36,63,11,10,27,0,4,15,0,0,105,155,13,89,5,54,12,10,38,22,15,27,37,9,13.5,0,13,14,7,80,0,0,21,17,17,70,65,84,0,37,0,0,119.45,0,12,100.783333333333,4,16,35,13.3333333333333,27,0.333333333333333,142,16,9.53333333333333,11.5,10.2,10.2,14.5,20,29,14,16
MOM.130,58673,1069,575,805,4728,2156,27,276,101.5,16,1551,2731,770,1350,1345,1078,2115,570,769,1446,173,531.333333333333,134,136,273,690,89,1199,195,293,239,85,286,172,34,154,494,32,17,45,269,85,0,6,46,993.25,88,266,77,3,1017,63,0,1314,49,65,273,350,232,190,334,195,22,75,92,127,85,106,125,27,82,55.5,78,141,33,15,21,20,15,8,28,85,10,36,115,14,69,11,145,20,107,120,0,16,16,33,19,32,0,0,1,18,9,28,0,31,20,0,14,22,4,0,15,14.8333333333333,0,14,1,9,8,35,0,13.8333333333333,0,0,0,15,0,0,14,0,3,20,2,11,0,5,42.25,0,5,0,17,0,0,12,15,50,4,5,5,10,0,0,0,6,0,16,0,14,0,22,0,1,0,3,3,4,0,0,0,5,5,0,4,4,0,0,5,0,8,3,0,0,17,0,3,8,0,0,14.3333333333333,0,3,4.33333333333333,4,0,6,2,9,0,6,5,0.25,0,0,0.583333333333333,0,1,0,4,7
MOM.092,299650,23949,5961,8857,19921,19064,16,1259,1823,14,12702,18085,11667,11049,3838,5721.5,7098,2787,6134,1872,1080,3060.5,623,1150,1145,3114,318,3576,1097,2614,858,681,1107,1224,486,445,1130,85,154,2016.16666666667,1508,376,6,55,211,968.5,1154,1092.5,562,24,2022,586,47,4172,182,235,1477,1481,2263,2057,1476,1361,556,312,639,924,1052,398,767,287,227,492,261,165,281,155,125,404,146,151,172,232,189,182,455,288,350,46,1086,164,102,526,108.5,190,179,121,234,317,43,47,69,187,81,161,113,142,99,50,30,344,21,30,216,70.3333333333333,23,39,31,4,89,60,34,112.166666666667,22,9,66,22,13,62,74,23,48,61,27,42,6,31,39.5,23,12,18,38,83,26,78,33,70,23,35,24,40,37,12,13,23,8,41,53,42,15,24,31,41,10,19,17,9,20,33,20,28,17.3333333333333,13,29,61,11,34,23,0,25,10,47,32,22,12,43,19,26,3,13.0666666666667,15,18,4.46666666666667,20,13,13,12.6666666666667,10,18.1666666666667,3,15,1.46666666666667,10.5,0.8,0.4,6.5,11,12,2,29
MOM.136,160650,11680,3313,5404,12744,11184,5,658,870,11,7220,5573,6808,5694,1862,2667.5,6310,2170,2977,850,640,1622.33333333333,411,684,791,2352,291,1982,576,1199.5,549,680,388,834,161,261,475,131,48,1337.5,910,276,6,31,38,635.666666666667,597,688.5,163,33,1189,369,29,2009,100,179,645.5,821,1320,1039,939,979,403,206,407,366,610,234,429,171,254,217,209,143,118,127,91.5,208,74,84,124,149,73,78,172,117,212,26,76,82,50,269,79,86,98,34,174,110,56,15,50,88,67,73,59,83,46,63,37,175,1,23,66,44.3333333333333,13,35,17,30,25,62,13,39.8333333333333,51,10,74,39,25,32,21,11,18,37,21,22,10,24.5,29.6666666666667,16,18,18,56,28,2,37,9,63,11,16,2,19,20,13,23,7,6,0,19,23,7,15,8,21,7,7,25,13,12,20,1,35,9,1,11,8,3,3,7,8,9,4,15,10,16,2,14,63,2,8,5.86666666666667,5,11,7.36666666666667,15,10,24,1.5,14,0,237,21,0.366666666666667,7,0.7,0.866666666666667,10,2,8,1,5
MOM.013,75511,2998,1232,1674.5,6248,4337,4,364,142.5,0,5301.5,5262,1455,2172,578,1543,2924,1318,1650,897,490,651.333333333333,102,277,412,1303,239,1007,382,334,207,187,253,419,41,205,375,46,25,246.333333333333,188,168,1,15,28,741.916666666667,216,529,111,18,963,118,21,1928,24,110,239,488,726,578,566,394,115,272,290,166,175,97,84,72,60,65.5,125,63,61,25,48.5,143,49,27,17,49,53,55,68,34,69,32,415,42,64,91,16,40,35,19,21,95,14,0,23,43,11,47,27,47,14,18,13,22,13,1,8,24.5833333333333,0,12,4,9,13,6,2,12.0833333333333,8,3,2,15,10,8,30,14,2,3,9,6,2,14.5,11.9166666666667,7,20,4,16,6,0,31,31,12,6,5,5,15,10,4,0,4,0,65,6,31,9,12,6,3,10,2,0,8,8,7,3,10,5.25,2,9,6,5,4,3,3,6,0,2,3,2,1,2,2,0,0,1.41666666666667,6,0,1.75,3,3,21,1.33333333333333,1,1.33333333333333,3,11,0,5,0,0,0,3,0,2,9
MOM.055,119548,3490,1166,2158,8543,4985,22,404,494,9,3563,3870,1795,3278,1030,1292.5,3678,1090,1972,1341,346,946,297,254,574,1150,169,1818,485,634.5,290,435,331,562,192,420,540,8,31,361.5,437,142,0,39,64,1040,262,569.5,136,16,1656,160,0,1751,75,145,479.5,650,774,497,485,424,83,183,291,191,305,147,260,74,90,129,137,120,106,35,38,120,71,15,50,96,45,55,155,61,85,8,210,55,104,184,8.5,44,34,33,87,89,12,8,46,49,44,83,12,41,12,30,18,23,17,6,53,42,4,41,1,13,11,20,6,16,5,3,5,27,2,19,16,6,7,8,4,35,8,15,23,12,7,9,15,18,0,57,17,25,10,1,6,0,0,2,16,0,4,34,0,13,10,15,10,12,0,4,5,11,6,4,1,6,9,0,5,16,5,26,16,9,5,0,3,18,5,2,7,36,20,2,7.1,0,0,12.3857142857143,6,0,25,0.5,2,0,26,0,0.885714285714286,3.5,0.885714285714286,0.885714285714286,3.5,3,1,1,8
MOM.045,179405,19275,6300,8328,21823,19520,13,968,869,6,12949,19865,10014,6932,2272,7198,6844,3795,4550,1148,898,1443,625,827,891,4489,501,2734,865,943.5,719,147,745,882,515,541,688,29,60,1105.5,614,318,2,65,148,822.583333333333,769,2232,337,85,1873,550,38,4643,133,364,572.5,1569,1380,1269,985,936.5,390,368,703,534,686,279,662,247,265,233,307,108,152,248,132,363,111,95,140,91,220,86,189,109,195,51,135,96,122,323,98,102,120,89,141,95,94,55,41,48,84,80,103,67.5,62,83,41,24,9,26,132,64.8333333333333,10,16,16,26,31,79,33,30.8333333333333,38,12,32,51,6,48,28,31,6,56,22,28,17,29,42.5833333333333,45,5,9,94,20,3,57,44,27,13,12,3,7,12,30,16,16,15,31,25,31,9,41,4,34,15,8,26,19,4,7,5,24,8,5,21,25,12,8,23,4,0,10,9,10,8,1,16,6,20,17,14.883333333333301,27,7,3.55,14,23,25,6.5,19,3,7,5,2.8,12.5,2.8,2.8,6.5,0,12,3,9
MOM.039,248726,14082,3635,7960.5,16437,16220,13,1123,1111.5,0,10577.5,8709,9914,7263,2410,3517,3805,2465,4269,1746,619,2188.66666666667,655,784,1215,3175,281,3725,926,1238,1051,828,917,930,411,540,869,66,84,1582.83333333333,917,326,0,62,224,1422.58333333333,516,521,194,36,2970,465,47,4389,141,183,726,1306,1670,1112,1368,938,291,257,508,477,695,312,794,160,212,287.5,314,196,231,150,90,238,177,30,134,134,201,241,420,127,223,40,109,71,139,373,54,186,33,78,173,139,42,43,69,192,41,130,19,112,57,42,43,58,11,13,234,61.1666666666667,0,72,40,19,21,50,56,83.1666666666667,64,7,45,81,20,79,17,6,14,39,5,41,2,20,76.5833333333333,18,25,39,54,39,15,92,15,51,11,23,35,17,40,15,0,0,8,25,18,27,3,10,17,51,6,7,20,36,21,29,11,28,16,0,17,14,7,5,19,5,22,13,16,28,16,7,35,48,18,3,10.5833333333333,24,11,18.25,21,5,4,4.83333333333333,22,4.33333333333333,70,15,0,14,0,0,16,0,17,4,17
MOM.189,65515,1385,920,1034,8290,2775,67,745,14,42,5256,11885,1213,2184,138,3283.5,2803,2956,2003,3044,211,509.833333333333,89,180,349,1744,114,1532,699,169,167,206,433,117,72,324,1366,0,15,29,178,83,18,55,58,1524.5,50,741.5,117,72,1182,107,0,3397,31,81,171,593,291,413,925,188,16,876,213,246,81,102,145,145,31,8,95,257,395,36,51.5,79,100,10,61,45,25,19,77,42,48,0,667,2,129,46,10,58,0,39,2,32,9,0,14,63,8,39,12,39,29,10,0,0,19,16,48,6.33333333333333,0,15,0,0,0,60,0,4.83333333333333,2,11,0,40,0,0,86,0,0,19,0,0,0,0.5,98.5,5,0,0,14,8,0,20,18,0,3,1,0,40,23,0,15,0,0,197,0,9,0,37,0,10,32,10,0,0,3,0,2,0,5,0,8,0,0,45,52,9,8,0,1,13,0,23,0,0,0,0,32.2,11,4,6.2,0,0,38,0,15,0,0,0,0.2,0,0.2,0.2,4,0,0,3,0
MOM.186,171803,18325,6004,8749.5,28540,17705,13,961,1124,1,9318.5,10019,9350,6313,3754,4158,5812,2697,4255,1104,728,1568,777,945,731,3887,382,2202,683,1288.5,763,146,687,932,414,411,460,87,36,1530,742,359,0,31,38,733.416666666667,760,1343,286,79,1108,448,36,2875,90,303,663.5,1003,1753,1338,830,1098,585,311,477,503,883,201,654,231,217,270,413,121,182,148,119.5,153,150,118,185,229,139,71,171,136,138,30,276,147,113,251,131.5,90,86,61,144,85,63,34,42,81,61,71,58,89.5,104,83,25,113,0,14,11,36.3333333333333,35,13,51,18,30,34,55,28.3333333333333,18,8,29,44,20,32,24,21,21,38,36,23,18,33.5,17.4166666666667,5,27,13,64,26,33,45,12,34,18,25,16,29,21,18,7,11,4,7,28,20,16,27,24,14,3,9,4,23,5,24,0,32,10.3333333333333,7,2,2,3,3,4,7,29,8,42,6,23,9,31,33,20,5,8.91666666666667,20,8,5.25,11,10,13,5.5,11,22.5,2,12,0,16,0,0,14,12,9,3,12
MOM.071,252137,25188,5390,11336.5,19701,22695,5,710,837.5,9,13619.5,4088,6363,4994,3554,2169,7030,2978,3800,409,773,2184.16666666667,1408,1628,1034,3534,368,1578,640,1102.5,559,22,411,1211,411,507,630,26,114,1596,724,361,0,36,36,166,1866,649,490,16,363,514,38,2956,68,254,1301.5,1386,1752,1315,1092,1158,679,411,403,246,1265,235,771,118,295,267.5,105,81,210,88,142,432,117,85,122,207,203,87,242,82,282,39,1487,98,70,161,184.5,154,103,64,208,71,111,23,44,153,50,80,20,100.5,102,43,45,119,52,32,61,82.5,24,35,26,40,31,4,63,25.1,48,22,31,49,35,38,38,40,37,38,30,24,26,29,2,22,23,19,25,18,2,54,10,1,34,15,8,8,24,19,18,7,11,223,58,66,10,8,20,8,33,0,9,22,5,37,8,12,21.1,0,17,13,29,0,5,8,4,7,47,6,10,4,38,11,0,5,2.4,19,6,0.4,17,7,2,10.5,2,10.5,0,2,0.4,9.5,0.4,0.4,9.5,5,3,1,6
MOM.168,166300,10253,7754,7207,28473,10098,5,1081,488,21,15836,16735,8695,8617,1955,10677.5,7227,6483,5039,886,1113,1744.16666666667,266,476,922,6564,908,1320,875,666.5,521,787,705,1232,442,556,449,36,69,746.333333333333,429,272,1,32,110,589.5,343,3673.5,297,107,1925,321,42,3194,96,277,559.5,1289,1723,1315,1217,648,336,728,432,727,516,370,260,331,311,238,397,149,187,232,160.5,296,179,66,187,198,163,55,121,93,81,7,995,92,128,147,64,160,51,62,31,123,61,23,88,100,99,62,68,69.5,27,61,80,24,38,109,110,25.5,18,40,25,16,20,2,22,15.6666666666667,20,10,14,39,19,29,45,15,21,29,4,9,29,2.5,24.5,17,21,7,22,6,0,41,19,27,15,0,13,46,11,19,23,26,20,42,1,9,0,13,19,12,20,0,9,27,11,20,2,33,10.3333333333333,6,5,15,6,11,26,3,25,14,11,21,17,16,11,42,18,4,13.65,4,5,3.65,2,10,9,6.33333333333333,19,7.33333333333333,29,0,0.65,2.5,0.65,0.4,2.5,26,5,0,0
MOM.131,330497,29152,12410,16495,24276,32449,11,1173,2453,4,7454,16737,13265,16737,14655,12148,10975,4806,5179,5739,1251,3592.83333333333,2487,2204,1268,5327,255,5710,951,2946.5,1550,664,874,1658,549,1304,594,58,117,4095.5,2254,877,13,29,138,5041.75,1876,2811,235,204,991,844,73,7655,355,477,2578.5,2228,2365,1405,1547,1583,1085,195,841,196,1603,399,3401,488,604,738,217,121,135,184,194.5,442,98,233,212,872,221,329,530,204,882,39,1879,228,14,675,230.5,32,154,48,349,153,201,13,160,285,168,182,40,233,170,102,106,134,10,40,235,76.1666666666667,79,49,55,43,25,151,155,115.666666666667,11,22,0,96,50,140,53,91,56,57,53,56,20,58.5,200.75,23,9,8,40,96,14,118,2,142,37,45,11,19,43,64,22,0,4,3,110,84,18,39,41,40,19,20,7,85,13,66,33,6,24,26,35,21,15,75,6,30,12,38,44,48,59,1,36,53,24,35,72.55,76,15,35.55,27,29,19,18.5,10,25,127,18,9.8,27,8.8,1.8,28,27,75,11,45
MOM.056,38766,917,317,571,2603,1712,16,119,98.5,3,1084,1644,617,1085,224,403.5,1030,384,670,903,187,307.166666666667,66,89,180,415,65,704,125,224.5,123,98,153,117,38,76,182,9,9,86,120,30,0,5,20,602.083333333333,102,136.5,20,11,817,41,4,762,18,36,118.5,181,219,102,163,116,36,34,105,82,90,46,117,26,52,20.5,47,81,31,10,15,56,15,2,22,17,14,27,50,21,17,0,32,14,40,91,12,16,11,6,22,30,2,0,19,4,9,11,3,12,6,3,2,12,5,2,25,9.66666666666667,0,7,1,7,2,12,0,10.5666666666667,0,3,3,12,1,0,5,0,3,6,2,9,0,2,29.0833333333333,3,4,4,7,5,0,9,9,5,5,5,11,4,2,3,0,3,5,2,15,0,0,10,0,3,4,7,0,0,4,0,0,1,3.4,1,8,0,0,3,0,0,1,0,4,6,4,3,8,0,2,0,8.11666666666667,1,2,1.28333333333333,1,1,2,0,0,0,0,3,1.03333333333333,0.5,0.2,0.7,1.5,0,0,0,1
MOM.147,202800,6608,9780,5576.5,33990,17337,19,1415,394.5,18,15823.5,19551,5051,10538,3557,14349,11728,8978,6886,3297,1449,1316.5,388,692,1584,8375,521,2477,1067,1374.5,426,1243,753,880,358,771,573,93,49,594,707,468,8,71,139,3668.08333333333,660,3331,289,53,4701,403,41,7284,153,692,704.5,1771,1651,1416,1059,794,395,403,616,345,449,371,309,565,574,183.5,564,277,138,138,190,343,199,105,111,111,64,92,246,95,70,108,553,114,258,359,52,59,63,69,185,33,32,5,223,157,39,61,32,72,56,44,70,6,28,39,65,36.5,23,42,14,24,13,121,30,16,9,22,0,39,7,36,0,32,16,21,58,30,22,29,145.083333333333,79,25,11,49,21,15,93,29,16,9,10,31,30,44,0,15,34,10,26,14,39,47,116,25,32,15,16,38.5,49,4,5,5,23,7,28,3,36,11,52,44,0,19,18,12,19,38,20,18,160,22,0,29.7833333333333,38,4,33.45,0,19,27,6,0,1,263,14,3.2,6.5,1.45,2.95,8.5,8,5,9,13
MOM.179,80509,9137,4066,5247.5,13313,8191,1,412,307.5,1,7286.5,6138,6119,3756,1527,3387,3160,2302,2030,276,355,749,251,405,457,2441,443,577,245,355,483,37,244,424,149,206,234,10,29,632.166666666667,278,195,0,9,37,167.083333333333,486,1154,172,39,237,240,20,785,53,149,467,588,817,519,405,323,331,250,198,156,416,115,223,153,202,116.5,105,40,83,150,105,167,77,46,69,78,98,25,88,37,62,7,91,41,18,64,89.5,54,47,44,40,36,47,9,11,59,44,24,13,26,29,30,18,27,1,27,18,17.25,12,16,11,7,8,5,30,21.25,11,4,14,10,8,17,12,16,5,13,3,10,10,24,11.0833333333333,13,5,3,5,10,6,17,11,11,4,2,2,16,13,13,7,7,2,325,7,8,1,4,4,12,8,0,2,7,5,14,2,7,7.25,1,1,8,1,10,5,4,5,0,8,3,10,3,9,6,6,1,3.08333333333333,0,6,1.75,9,2,8,1.16666666666667,3,0.666666666666667,5,0,0,4,0,0,3,15,0,0,0
MOM.153,112473,4513,1741,2627,9193,6240,13,575,504.5,17,4318,6558,2542,4414,1668,2124,3449,1013,2295,2417,473,1436.16666666667,284,312,605,1109,149,2478,558,745.5,362,846,435,367,181,331,527,11,0,599.833333333333,531,134,0,46,34,1879.66666666667,368,330,283,14,1105,159,15,1470,115,231,486.5,815,931,542,476,416,153,122,378,150,315,149,393,86,84,152.5,115,169,88,39,14.5,113,37,13,68,141,93,54,205,90,201,7,723,36,70,245,20.5,55,32,24,80,95,12,3,60,100,14,44,105,114.5,40,24,35,48,17,0,36,37.5,3,29,33,12,24,93,6,43.1666666666667,0,10,35,48,9,33,11,21,12,41,15,61,0,5.5,90.6666666666667,34,2,8,11,34,9,27,20,55,23,0,6,6,24,14,11,0,7,161,15,14,0,5,4,18,0,9,10,8,11,3,0,6,3.33333333333333,0,26,18,5,11,6,0,0,0,2,34,2,0,16,7,6,0,28.8666666666667,0,5,16.2,17,0,0,10.8333333333333,5,1.33333333333333,5,7,0.2,13,0.2,0.2,20,5,0,4,6
MOM.089,20970,1907,7978,1494.5,10305,2275,39,1042,84,26,4622.5,24217,3121,5076,6876,22753,4981,4449,2689,10114,265,1007.33333333333,2121,17,407,3548,251,2630,308,531.5,703,200,1156,397,145,289,556,83,119,23,714,132,594,80,410,7948.41666666667,108,3471,78,736,99,91,12,1733,250,209,504.5,778,529,259,595,55,44,555,365,262,44,338,109,549,407,30,96,99,245,41,72,22,122,95,36,299,0,41,68,43,0,16,391,9,331,132,17.5,27,53,101,58,0,0,0,115,0,28,16,3,45,21,57,25,0,48,1,134,2.33333333333333,0,4,12,0,0,139,28,2.33333333333333,0,0,0,0,4,13,21,0,0,31,40,0,8,11,1169.41666666667,0,0,0,22,0,41,15,12,472,5,0,40,39,0,0,0,35,0,47,7,17,20,264,0,149,0,27,10,0,4,0,9,48,2,0,1,18,0,260,4,0,7,8,1,59,47,0,0,10,18,0,412.033333333333,0,5,295.4,0,0,257,0,0,0,0,0,36.2333333333333,32,14.5666666666667,18.7,13.5,17,1,21,0
MOM.060,61271,1460,579,1045.5,4997,2382,16,349,172,3,3062.5,3735,908,1641,261,1078.5,2110,973,1201,1237,219,505,81,99,317,914,116,1039,318,157,189,162,350,318,58,188,382,5,25,165.5,196,52,3,8,18,778.666666666667,79,323.5,71,36,1252,85,7,1747,39,87,187,387,415,347,282,112,50,117,198,169,75,116,100,83,81,69,29,90,92,24,21,91,59,4,20,27,29,39,66,20,61,18,334,37,69,103,10,35,9,25,44,38,4,8,36,50,3,38,40,28,0,23,8,19,0,9,19,18,7,22,0,0,4,34,0,3,2,0,2,22,0,5,7,0,6,11,0,5,0,4,35.6666666666667,0,5,0,31,15,1,46,11,23,6,0,20,16,1,0,0,0,6,48,0,7,0,10,3,6,7,0,4,0,8,0,0,2,5,0,3,0,0,10,0,3,0,6,0,9,6,1,6,15,0,8,9.66666666666667,8,3,3,0,3,0,0.5,0,0,0,0,1,3,0,1,7,4,2,0,0
MOM.104,347422,27007,12041,14215.5,24544,34935,3,1054,4591,32,22441.5,14775,16686,12657,11667,8950,10665,5345,5298,940,1148,2309.5,1781,1924,2944,6829,569,3561,749,5446.5,433,4499,823,1348,591,415,658,800,201,1176.5,2251,812,47,112,206,553.25,3326,2561,273,76,1686,1527,46,6180,434,530,1465.5,2335,2163,1237,1695,1671,2545,427,709,697,1886,523,1295,441,523,567,408,210,313,324,288,816,90,179,135,252,226,152,327,167,237,245,1241,135,256,351,194,539,569,103,2188,82,303,24,130,80,182,172,21,282,57,193,103,214,12,56,360,56,43,48,117,14,54,7,24,58.5,42,54,43,42,91,257,78,64,34,36,35,21,25,60,14.25,42,72,43,29,95,158,104,21,141,14,26,20,82,61,39,40,18,20,130,68,77,10,434,68,38,19,8,46,23,7,129,3,102,14,16,3,39,29,20,19,25,10,19,61,23,12,18,28,1991,19,37,6.35,271,5,2.35,55,10,11,1.5,25,0,6333,24,0.6,32,1.6,0.6,27,20,40,0,20
MOM.111,22675,3718,7130,2000,12128,3787,41,482,178,0,2621,19144,3682,5585,8380,17850,5235,3187,2766,16610,485,1807.33333333333,2934,151,553,3570,197,4808,323,1118,521,326,1605,391,45,355,755,61,34,51,1474,82,140,45,100,12456.5833333333,235,2534,172,658,310,144,0,2337,478,248,632,1282,251,197,706,149,106,86,486,222,78,406,205,307,293,50,184,74,135,75,152.5,60,176,66,240,567,0,143,53,0,0,62,1912,95,169,209,13,23,19,82,127,15,0,0,78,0,13,52,19,16,46,91,28,0,64,38,212,20.3333333333333,0,6,32,0,0,601,32,28.3333333333333,0,0,15,0,19,0,60,0,27,55,7,1,34,12.5,1710.58333333333,22,0,0,19,0,39,33,0,630,5,0,20,41,0,14,0,31,0,1,8,0,34,301,0,59,0,0,0,0,13,0,0,0,14,0,14,7,13,180,0,14,0,0,0,115,51,0,0,56,13,2,535.666666666667,0,10,243.566666666667,30,0,138,0,12,0,0,0,29.9833333333333,50,58.5333333333333,28.75,38,17,0,37,18
